1770817878.184986 server started (33611): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1770817878.185000 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1770817878.185005 using libevent 2.1.12-stable poll
1770817878.185010 using utf8proc 2.11.2
1770817878.185011 using ncurses 6.5 20240427
1770817878.221076 cmd_find_from_session_window: s=$0 0
1770817878.221078 cmd_find_from_session_window: wl=0 1 w=@0 zsh
1770817878.221080 cmd_find_from_session_window: wp=%0
1770817878.221082 cmd_find_from_session_window: idx=0
1770817878.221089 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1770817878.221092 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1770817878.221096 notify_add: config_files=/etc/tmux.conf,/home/teak/.tmux.conf,/home/teak/.config/tmux/tmux.conf
1770817878.221100 notify_add: host=nixos
1770817878.221103 notify_add: host_short=nixos
1770817878.221106 notify_add: loop_last_flag=0
1770817878.221109 notify_add: next_session_id=$1
1770817878.221112 notify_add: pane_format=0
1770817878.221115 notify_add: pid=33611
1770817878.221117 notify_add: server_sessions=1
1770817878.221119 notify_add: session_format=0
1770817878.221121 notify_add: sixel_support=1
1770817878.221131 notify_add: socket_path=/tmp/tmux-1000/default
1770817878.221133 notify_add: start_time=1770817878
1770817878.221149 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1770817878.221152 notify_add: uid=1000
1770817878.221471 notify_add: user=teak
1770817878.221476 notify_add: version=3.6a
1770817878.221481 notify_add: window_format=0
1770817878.221484 notify_add: hook=window-linked
1770817878.221486 notify_add: hook_session=$0
1770817878.221493 notify_add: hook_session_name=0
1770817878.221497 notify_add: hook_window=@0
1770817878.221502 notify_add: hook_window_name=zsh
1770817878.221505 session_add_ref: 0 notify_add, now 2
1770817878.221510 window_add_ref: @0 notify_add, now 2
1770817878.221512 session_add_ref: 0 notify_add, now 3
1770817878.221537 cmdq_append <global>: [notify_callback/0x5aafffde1b70]
1770817878.221542 cmd_find_from_session: s=$0 0
1770817878.221545 cmd_find_from_session: wl=0 1 w=@0 zsh
1770817878.221546 cmd_find_from_session: wp=%0
1770817878.221548 cmd_find_from_session: idx=none
1770817878.221553 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1770817878.221556 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1770817878.221559 notify_add: config_files=/etc/tmux.conf,/home/teak/.tmux.conf,/home/teak/.config/tmux/tmux.conf
1770817878.221563 notify_add: host=nixos
1770817878.221565 notify_add: host_short=nixos
1770817878.221567 notify_add: loop_last_flag=0
1770817878.221573 notify_add: next_session_id=$1
1770817878.221575 notify_add: pane_format=0
1770817878.221578 notify_add: pid=33611
1770817878.221580 notify_add: server_sessions=1
1770817878.221582 notify_add: session_format=0
1770817878.221584 notify_add: sixel_support=1
1770817878.221586 notify_add: socket_path=/tmp/tmux-1000/default
1770817878.221591 notify_add: start_time=1770817878
1770817878.221598 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1770817878.221601 notify_add: uid=1000
1770817878.221754 notify_add: user=teak
1770817878.221758 notify_add: version=3.6a
1770817878.221760 notify_add: window_format=0
1770817878.221762 notify_add: hook=session-created
1770817878.221764 notify_add: hook_session=$0
1770817878.221779 notify_add: hook_session_name=0
1770817878.221782 session_add_ref: 0 notify_add, now 4
1770817878.221784 session_add_ref: 0 notify_add, now 5
1770817878.221790 cmdq_append <global>: [notify_callback/0x5aafffe48f30]
1770817878.221792 sending message 207 to peer 0x5aafffe58640 (0 bytes)
1770817878.221804 recalculate_size: @0 is 188x45
1770817878.221809 clients_calculate_size: after /dev/pts/4 (188x45), size is 188x45
1770817878.221811 clients_calculate_size: calculated size 188x45
1770817878.221813 clients_calculate_size: calculated size 188x45
1770817878.221815 clients_calculate_size: type is latest
1770817878.221820 recalculate_size: @0 no size change
1770817878.221823 tty_update_client_offset: /dev/pts/4 offset has changed (0,0 0x0 -> 0,0 188x45)
1770817878.221825 window_update_focus: @0
1770817878.221831 window_pane_update_focus: %0 focus in
1770817878.221833 cmd_find_best_session_with_window: window is @0
1770817878.221835 cmd_find_best_session: 1 sessions to try
1770817878.221843 cmd_find_best_winlink_with_window: window is @0
1770817878.221845 cmd_find_best_winlink_with_window: window is @0
1770817878.221847 cmd_find_from_window: s=$0 0
1770817878.221849 cmd_find_from_window: wl=0 1 w=@0 zsh
1770817878.221850 cmd_find_from_window: wp=%0
1770817878.221852 cmd_find_from_window: idx=0
1770817878.221854 cmd_find_from_pane: s=$0 0
1770817878.221856 cmd_find_from_pane: wl=0 1 w=@0 zsh
1770817878.221857 cmd_find_from_pane: wp=%0
1770817878.221859 cmd_find_from_pane: idx=0
1770817878.221862 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1770817878.221865 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1770817878.221868 notify_add: config_files=/etc/tmux.conf,/home/teak/.tmux.conf,/home/teak/.config/tmux/tmux.conf
1770817878.221871 notify_add: host=nixos
1770817878.221873 notify_add: host_short=nixos
1770817878.221875 notify_add: loop_last_flag=0
1770817878.221880 notify_add: next_session_id=$1
1770817878.221882 notify_add: pane_format=0
1770817878.221885 notify_add: pid=33611
1770817878.221887 notify_add: server_sessions=1
1770817878.221889 notify_add: session_format=0
1770817878.221891 notify_add: sixel_support=1
1770817878.221893 notify_add: socket_path=/tmp/tmux-1000/default
1770817878.221898 notify_add: start_time=1770817878
1770817878.221904 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1770817878.221906 notify_add: uid=1000
1770817878.222057 notify_add: user=teak
1770817878.222066 notify_add: version=3.6a
1770817878.222068 notify_add: window_format=0
1770817878.222070 notify_add: hook=pane-focus-in
1770817878.222072 notify_add: hook_pane=%0
1770817878.222074 session_add_ref: 0 notify_add, now 6
1770817878.222077 cmdq_append <global>: [notify_callback/0x5aafffe3b3b0]
1770817878.222079 session $0 0 activity 1770817878.222078
1770817878.222084 client 0x5aafffe57aa0, status interval 15
1770817878.222086 cmd_find_from_client: s=$0 0
1770817878.222088 cmd_find_from_client: wl=0 1 w=@0 zsh
1770817878.222090 cmd_find_from_client: wp=%0
1770817878.222092 cmd_find_from_client: idx=none
1770817878.222095 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1770817878.222097 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1770817878.222100 notify_add: config_files=/etc/tmux.conf,/home/teak/.tmux.conf,/home/teak/.config/tmux/tmux.conf
1770817878.222103 notify_add: host=nixos
1770817878.222105 notify_add: host_short=nixos
1770817878.222107 notify_add: loop_last_flag=0
1770817878.222109 notify_add: next_session_id=$1
1770817878.222111 notify_add: pane_format=0
1770817878.222113 notify_add: pid=33611
1770817878.222115 notify_add: server_sessions=1
1770817878.222117 notify_add: session_format=0
1770817878.222119 notify_add: sixel_support=1
1770817878.222121 notify_add: socket_path=/tmp/tmux-1000/default
1770817878.222127 notify_add: start_time=1770817878
1770817878.222132 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1770817878.222135 notify_add: uid=1000
1770817878.222252 notify_add: user=teak
1770817878.222255 notify_add: version=3.6a
1770817878.222263 notify_add: window_format=0
1770817878.222265 notify_add: hook=client-session-changed
1770817878.222267 notify_add: hook_client=/dev/pts/4
1770817878.222269 session_add_ref: 0 notify_add, now 7
1770817878.222279 cmdq_append <global>: [notify_callback/0x5aafffe74180]
1770817878.222295 cmd_find_from_session: s=$0 0
1770817878.222298 cmd_find_from_session: wl=0 1 w=@0 zsh
1770817878.222300 cmd_find_from_session: wp=%0
1770817878.222301 cmd_find_from_session: idx=none
1770817878.222303 cmd_find_from_session: s=$0 0
1770817878.222305 cmd_find_from_session: wl=0 1 w=@0 zsh
1770817878.222307 cmd_find_from_session: wp=%0
1770817878.222308 cmd_find_from_session: idx=none
1770817878.222311 running hook after-new-session (parent 0x5aafffe487c0)
1770817878.222314 unref client 0x5aafffe57aa0 (4 references)
1770817878.222327 cmdq_next </dev/pts/4>: [server_client_command_done/0x5aafffe47b00] (1), flags 0
1770817878.222337 /dev/pts/4: \033[c
1770817878.222339 /dev/pts/4: \033[>c
1770817878.222341 /dev/pts/4: \033[>q
1770817878.222343 /dev/pts/4: \033]10;?\033\\\033]11;?\033\\
1770817878.222346 unref client 0x5aafffe57aa0 (3 references)
1770817878.222348 cmdq_next </dev/pts/4>: exit (empty)
1770817878.222350 cmdq_next <global>: enter
1770817878.222352 cmdq_next <global>: [notify_callback/0x5aafffde1b70] (1), flags 0
1770817878.222357 notify_callback: window-linked
1770817878.222359 notify_insert_hook: inserting hook window-linked
1770817878.222367 session_remove_ref: 0 notify_callback, now 6
1770817878.222373 window_remove_ref: @0 notify_callback, now 1
1770817878.222375 session_remove_ref: 0 notify_callback, now 5
1770817878.222377 cmdq_next <global>: [notify_callback/0x5aafffe48f30] (1), flags 0
1770817878.222379 notify_callback: session-created
1770817878.222381 notify_insert_hook: inserting hook session-created
1770817878.222387 session_remove_ref: 0 notify_callback, now 4
1770817878.222389 session_remove_ref: 0 notify_callback, now 3
1770817878.222391 cmdq_next <global>: [notify_callback/0x5aafffe3b3b0] (1), flags 0
1770817878.222393 notify_callback: pane-focus-in
1770817878.222395 notify_insert_hook: inserting hook pane-focus-in
1770817878.222399 session_remove_ref: 0 notify_callback, now 2
1770817878.222401 cmdq_next <global>: [notify_callback/0x5aafffe74180] (1), flags 0
1770817878.222403 notify_callback: client-session-changed
1770817878.222405 notify_insert_hook: inserting hook client-session-changed
1770817878.222408 unref client 0x5aafffe57aa0 (2 references)
1770817878.222410 session_remove_ref: 0 notify_callback, now 1
1770817878.222412 cmdq_next <global>: exit (empty)
1770817878.222414 cmdq_next </dev/pts/4>: empty
1770817878.222415 cmdq_next <global>: empty
1770817878.222417 cmdq_next </dev/pts/4>: empty
1770817878.222420 /dev/pts/4: redraw window status borders overlay panes scrollbars
1770817878.222422 /dev/pts/4: redraw deferred (196 left)
1770817878.222427 redraw timer started
1770817878.222430 server_client_reset_state: client /dev/pts/4 mode CURSOR,WRAP
1770817878.222432 server_client_reset_state: cursor to 0,0
1770817878.222439 /dev/pts/4: \033[1;1H
1770817878.222441 /dev/pts/4: current mode CURSOR
1770817878.222443 /dev/pts/4: setting mode CURSOR,WRAP
1770817878.222446 server_client_check_pane_buffer: pane %0 is on
1770817878.222448 @0 active pane changed
1770817878.222456 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1770817878.222459 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1770817878.222462 format_replace: condition is: pane_in_mode
1770817878.222466 format_replace: condition 'pane_in_mode' found: 0
1770817878.222469 format_replace: condition 'pane_in_mode' is false
1770817878.222471 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1770817878.222479 format_expand1: expanding format: #{pane_current_command}
1770817878.222482 format_expand1: found #{}: pane_current_command
1770817878.222506 format_replace: format 'pane_current_command' found: tmux
1770817878.222513 format_replace: replaced 'pane_current_command' with 'tmux'
1770817878.222515 format_expand1: result is: tmux
1770817878.222517 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'tmux'
1770817878.222519 format_expand1: found #{}: ?pane_dead,[dead],
1770817878.222521 format_replace: condition is: pane_dead
1770817878.222524 format_replace: condition 'pane_dead' found: 0
1770817878.222526 format_replace: condition 'pane_dead' is false
1770817878.222528 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1770817878.222530 format_replace: replaced '?pane_dead,[dead],' with ''
1770817878.222532 format_expand1: result is: tmux
1770817878.222534 @0 new name tmux (was zsh)
1770817878.222537 cmd_find_best_session_with_window: window is @0
1770817878.222539 cmd_find_best_session: 1 sessions to try
1770817878.222541 cmd_find_best_winlink_with_window: window is @0
1770817878.222542 cmd_find_best_winlink_with_window: window is @0
1770817878.222544 cmd_find_from_window: s=$0 0
1770817878.222546 cmd_find_from_window: wl=0 1 w=@0 tmux
1770817878.222548 cmd_find_from_window: wp=%0
1770817878.222550 cmd_find_from_window: idx=0
1770817878.222553 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1770817878.222555 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1770817878.222558 notify_add: config_files=/etc/tmux.conf,/home/teak/.tmux.conf,/home/teak/.config/tmux/tmux.conf
1770817878.222561 notify_add: host=nixos
1770817878.222563 notify_add: host_short=nixos
1770817878.222565 notify_add: loop_last_flag=0
1770817878.222567 notify_add: next_session_id=$1
1770817878.222569 notify_add: pane_format=0
1770817878.222572 notify_add: pid=33611
1770817878.222574 notify_add: server_sessions=1
1770817878.222576 notify_add: session_format=0
1770817878.222578 notify_add: sixel_support=1
1770817878.222580 notify_add: socket_path=/tmp/tmux-1000/default
1770817878.222582 notify_add: start_time=1770817878
1770817878.222589 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1770817878.222592 notify_add: uid=1000
1770817878.222748 notify_add: user=teak
1770817878.222753 notify_add: version=3.6a
1770817878.222756 notify_add: window_format=0
1770817878.222758 notify_add: hook=window-renamed
1770817878.222760 notify_add: hook_window=@0
1770817878.222762 notify_add: hook_window_name=tmux
1770817878.222765 window_add_ref: @0 notify_add, now 2
1770817878.222767 session_add_ref: 0 notify_add, now 2
1770817878.222779 cmdq_append <global>: [notify_callback/0x5aafffe487c0]
1770817878.222807 /dev/pts/4: wrote 202 bytes (of 202)
1770817878.222831 server_signal: Child exited
1770817878.222834 cmdq_next <global>: enter
1770817878.222837 cmdq_next <global>: [notify_callback/0x5aafffe487c0] (1), flags 0
1770817878.222839 notify_callback: window-renamed
1770817878.222841 notify_insert_hook: inserting hook window-renamed
1770817878.222846 window_remove_ref: @0 notify_callback, now 1
1770817878.222848 session_remove_ref: 0 notify_callback, now 1
1770817878.222850 cmdq_next <global>: exit (empty)
1770817878.222852 cmdq_next </dev/pts/4>: empty
1770817878.222854 cmdq_next <global>: empty
1770817878.222855 cmdq_next </dev/pts/4>: empty
1770817878.222858 /dev/pts/4: redraw window status borders overlay panes scrollbars
1770817878.222860 /dev/pts/4: redraw needed
1770817878.222864 screen_redraw_set_context: /dev/pts/4 @0 ox=0 oy=0 sx=188 sy=45 1/0
1770817878.222866 status_redraw enter
1770817878.222868 format_defaults: c=/dev/pts/4
1770817878.222870 format_defaults: s=none
1770817878.222872 format_defaults: wl=none
1770817878.222879 format_defaults: wp=none
1770817878.222882 options_string_to_style: status-style is 'bg=green,fg=black'
1770817878.222888 style_parse: bg=green,fg=black
1770817878.222890 style_parse: bg=green
1770817878.222892 style_parse: fg=black
1770817878.222896 screen_resize_cursor: new size 188x1, now 80x1 (cursor 0,0 = 0,0)
1770817878.222899 screen_resize_cursor: cursor finished at 0,0 = 0,0
1770817878.222920 screen_write_start: size 188x1, no pane
1770817878.222923 screen_write_cursormove: from 0,0 to 0,0
1770817878.222941 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1770817878.222945 format_expand1: found #*1[
1770817878.222947 format_expand1: found #{}: E:status-left-style
1770817878.222950 format_replace: modifier 0 is E
1770817878.222954 format_replace: format 'status-left-style' found: default
1770817878.222959 format_expand1: expanding format: default
1770817878.222961 format_expand1: result is: default
1770817878.222964 format_replace: replaced 'E:status-left-style' with 'default'
1770817878.222966 format_expand1: found #*1[
1770817878.222968 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1770817878.222971 format_expand1: expanding format: #{status-left-length}
1770817878.222973 format_expand1: found #{}: status-left-length
1770817878.222976 format_replace: format 'status-left-length' found: 10
1770817878.222978 format_replace: replaced 'status-left-length' with '10'
1770817878.222980 format_expand1: result is: 10
